dexNo,name,forme,imageId
834,カジリガメ,,834
834,カジリガメ(キョダイ),Gmax,10214
835,ワンパチ,,835
836,パルスワン,,836
837,タンドン,,837
838,トロッゴン,,838
839,セキタンザン,,839
839,セキタンザン(キョダイ),Gmax,10215
840,カジッチュ,,840
841,アップリュー,,841
841,アップリュー(キョダイ),Gmax,10216
842,タルップル,,842
842,タルップル(キョダイ),Gmax,10217
843,スナヘビ,,843
844,サダイジャ,,844
844,サダイジャ(キョダイ),Gmax,10218
845,ウッウ,,845
845,ウッウ(うのみ),Gulping,10182
845,ウッウ(まるのみ),Gorging,10183
846,サシカマス,,846
847,カマスジョー,,847
848,エレズン,,848
849,ストリンダー(ハイ),,849
849,ストリンダー(ロー),Low-Key,10184
849,"ストリンダー(ハイ,キョダイ)",Gmax,10219
849,"ストリンダー(ロー,キョダイ)",Low-Key-Gmax,10228
850,ヤクデ,,850
851,マルヤクデ,,851
851,マルヤクデ(キョダイ),Gmax,10220
852,タタッコ,,852
853,オトスパス,,853
854,ヤバチャ,,854
855,ポットデス,,855
856,ミブリム,,856
857,テブリム,,857
858,ブリムオン,,858
858,ブリムオン(キョダイ),Gmax,10221
859,ベロバー,,859
860,ギモー,,860
861,オーロンゲ,,861
861,オーロンゲ(キョダイ),Gmax,10222
862,タチフサグマ,,862
863,ニャイキング,,863
864,サニゴーン,,864
865,ネギガナイト,,865
866,バリコオル,,866
867,デスバーン,,867
868,マホミル,,868
869,マホイップ,,869
869,マホイップ(キョダイ),Gmax,10223
870,タイレーツ,,870
870,メガタイレーツ,Mega,10303
871,バチンウニ,,871
872,ユキハミ,,872
873,モスノウ,,873
874,イシヘンジン,,874
875,コオリッポ(アイス),,875
875,コオリッポ(ナイス),Noice,10185
876,イエッサン(オス),,876
876,イエッサン(メス),F,10186
877,モルペコ(まんぷく),,877
877,モルペコ(はらぺこ),Hangry,10187
878,ゾウドウ,,878
879,ダイオウドウ,,879
879,ダイオウドウ(キョダイ),Gmax,10224
880,パッチラゴン,,880
881,パッチルドン,,881
882,ウオノラゴン,,882
883,ウオチルドン,,883
884,ジュラルドン,,884
884,ジュラルドン(キョダイ),Gmax,10225
885,ドラメシヤ,,885
886,ドロンチ,,886
887,ドラパルト,,887
888,ザシアン(れきせん),,888
888,ザシアン(けんのおう),Crowned,10188
889,ザマゼンタ(れきせん),,889
889,ザマゼンタ(たてのおう),Crowned,10189
890,ムゲンダイナ,,890
890,ムゲンダイナ(ムゲンダイマックス),Eternamax,10190
891,ダクマ,,891
892,ウーラオス(いちげき),,892
892,ウーラオス(れんげき),Rapid-Strike,10191
892,"ウーラオス(いちげき,キョダイ)",Gmax,10226
892,"ウーラオス(れんげき,キョダイ)",Rapid-Strike-Gmax,10227
893,ザルード,,893
893,ザルード(ダディ),Dada,10192
894,レジエレキ,,894
895,レジドラゴ,,895
896,ブリザポス,,896
897,レイスポス,,897
898,バドレックス,,898
898,バドレックス(はくば),Ice,10193
898,バドレックス(こくば),Shadow,10194
899,アヤシシ,,899
900,バサギリ,,900
901,ガチグマ,,901
901,ガチグマ(アカツキ),Bloodmoon,10272
902,イダイトウ(オス),,902
902,イダイトウ(メス),F,10248
903,オオニューラ,,903
904,ハリーマン,,904
905,ラブトロス(けしん),,905
905,ラブトロス(れいじゅう),Therian,10249
906,ニャオハ,,906
907,ニャローテ,,907
908,マスカーニャ,,908
909,ホゲータ,,909
910,アチゲータ,,910
911,ラウドボーン,,911
912,クワッス,,912
913,ウェルカモ,,913
914,ウェーニバル,,914
915,グルトン,,915
916,パフュートン(オス),,916
916,パフュートン(メス),F,10254
917,タマンチュラ,,917
918,ワナイダー,,918
919,マメバッタ,,919
920,エクスレッグ,,920
921,パモ,,921
922,パモット,,922
923,パーモット,,923
924,ワッカネズミ,,924
925,イッカネズミ,,925
926,パピモッチ,,926
927,バウッツェル,,927
928,ミニーブ,,928
929,オリーニョ,,929
930,オリーヴァ,,930
931,イキリンコ(グリーン),,931
931,イキリンコ(ブルー),Blue,10260
931,イキリンコ(イエロー),Yellow,10261
931,イキリンコ(ホワイト),White,10262
932,コジオ,,932
933,ジオヅム,,933
934,キョジオーン,,934
935,カルボウ,,935
936,グレンアルマ,,936
937,ソウブレイズ,,937
938,ズピカ,,938
939,ハラバリー,,939
940,カイデン,,940
941,タイカイデン,,941
942,オラチフ,,942
943,マフィティフ,,943
944,シルシュルー,,944
945,タギングル,,945
946,アノクサ,,946
947,アノホラグサ,,947
948,ノノクラゲ,,948
949,リククラゲ,,949
950,ガケガニ,,950
951,カプサイジ,,951
952,スコヴィラン,,952
952,メガスコヴィラン,Mega,10320
953,シガロコ,,953
954,ベラカス,,954
955,ヒラヒナ,,955
956,クエスパトラ,,956
957,カヌチャン,,957
958,ナカヌチャン,,958
959,デカヌチャン,,959
960,ウミディグダ,,960
961,ウミトリオ,,961
962,オトシドリ,,962
963,ナミイルカ,,963
964,イルカマン(ナイーブ),,964
964,イルカマン(マイティ),Hero,10256
965,ブロロン,,965
966,ブロロローム,,966
967,モトトカゲ,,967
968,ミミズズ,,968
969,キラーメ,,969
970,キラフロル,,970
970,メガキラフロル,Mega,10321
971,ボチ,,971
972,ハカドッグ,,972
973,カラミンゴ,,973
974,アルクジラ,,974
975,ハルクジラ,,975
976,ミガルーサ,,976
977,ヘイラッシャ,,977
978,シャリタツ(そった),,978
978,シャリタツ(たれた),Droopy,10258
978,シャリタツ(のびた),Stretchy,10259
979,コノヨザル,,979
980,ドオー,,980
981,リキキリン,,981
982,ノココッチ,,982
982,ノココッチ(みつくびがた),Three-Segment,10255
983,ドドゲザン,,983
984,イダイナキバ,,984
985,サケブシッポ,,985
986,アラブルタケ,,986
987,ハバタクカミ,,987
988,チヲハウハネ,,988
989,スナノケガワ,,989
990,テツノワダチ,,990
991,テツノツツミ,,991
992,テツノカイナ,,992
993,テツノコウベ,,993
994,テツノドクガ,,994
995,テツノイバラ,,995
996,セビエ,,996
997,セゴール,,997
998,セグレイブ,,998
998,メガセグレイブ,Mega,10325
999,コレクレー,,999
1000,サーフゴー,,1000
1001,チオンジェン,,1001
1002,パオジアン,,1002
1003,ディンルー,,1003
1004,イーユイ,,1004
1005,トドロクツキ,,1005
1006,テツノブジン,,1006
1007,コライドン,,1007
1008,ミライドン,,1008
1009,ウネルミナモ,,1009
1010,テツノイサハ,,1010
1011,カミッチュ,,1011
1012,チャデス,,1012
1013,ヤバソチャ,,1013
1014,イイネイヌ,,1014
1015,マシマシラ,,1015
1016,キチキギス,,1016
1017,オーガポン(みどり),,1017
1017,オーガポン(いど),Wellspring,10273
1017,オーガポン(かまど),Hearthflame,10274
1017,オーガポン(いしずえ),Cornerstone,10275
1017,"オーガポン(みどり,テラスタル)",Teal-Tera,1017
1017,"オーガポン(いど,テラスタル)",Wellspring-Tera,10273
1017,"オーガポン(かまど,テラスタル)",Hearthflame-Tera,10274
1017,"オーガポン(いしずえ,テラスタル)",Cornerstone-Tera,10275
1018,ブリジュラス,,1018
1019,カミツオロチ,,1019
1020,ウガツホムラ,,1020
1021,タケルライコ,,1021
1022,テツノイワオ,,1022
1023,テツノカシラ,,1023
1024,テラパゴス,,1024
1024,テラパゴス(テラスタル),Terastal,10276
1024,テラパゴス(ステラ),Stellar,10277
1025,モモワロウ,,1025
